Tissue	TPM	GENE
T	11.876922914	IRF8
T	 8.92443792	IRF8
T	11.876922914	IRF8
T	11.87692291	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	17.214233557	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	 6.13790983	IRF8
T	17.21423356	IRF8
T	11.876922914	IRF8
T	 8.92443792	IRF8
T	 8.92443792	IRF8
T	17.214233557	IRF8
T	17.21423356	IRF8
T	 8.92443792	IRF8
T	 8.924437921	IRF8
T	 4.513986777	IRF8
T	 8.92443792	IRF8
T	 8.92443792	IRF8
T	11.876922914	IRF8
T	11.87692291	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	17.214233557	IRF8
T	11.87692291	IRF8
T	 6.13790983	IRF8
T	17.21423356	IRF8
T	 8.92443792	IRF8
T	 3.299759333	IRF8
T	 8.92443792	IRF8
T	 8.924437921	IRF8
T	 6.137909825	IRF8
T	 8.924437921	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	 8.92443792	IRF8
T	 6.13790983	IRF8
T	11.87692291	IRF8
T	17.214233557	IRF8
T	 8.924437921	IRF8
T	17.214233557	IRF8
T	17.21423356	IRF8
T	11.876922914	IRF8
T	 8.92443792	IRF8
T	17.214233557	IRF8
T	11.876922914	IRF8
T	 8.92443792	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	 8.924437921	IRF8
T	17.21423356	IRF8
T	17.214233557	IRF8
T	 2.654711932	IRF8
T	17.214233557	IRF8
T	17.21423356	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	17.21423356	IRF8
T	17.21423356	IRF8
T	11.87692291	IRF8
T	 8.924437921	IRF8
T	 8.92443792	IRF8
T	17.214233557	IRF8
T	 8.92443792	IRF8
T	11.876922914	IRF8
T	17.214233557	IRF8
T	 8.924437921	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	 8.92443792	IRF8
T	 8.924437921	IRF8
T	17.214233557	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	 8.924437921	IRF8
T	17.21423356	IRF8
T	 8.92443792	IRF8
T	 8.92443792	IRF8
T	17.214233557	IRF8
T	11.87692291	IRF8
T	17.214233557	IRF8
T	17.21423356	IRF8
T	11.87692291	IRF8
T	11.87692291	IRF8
T	11.876922914	IRF8
T	11.876922914	IRF8
T	 6.13790983	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	 8.924437921	IRF8
T	17.214233557	IRF8
T	17.214233557	IRF8
T	 6.13790983	IRF8
T	 8.92443792	IRF8
T	17.214233557	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	11.87692291	IRF8
T	11.87692291	IRF8
T	14.545578235	IRF8
T	 8.92443792	IRF8
T	11.87692291	IRF8
T	 6.137909825	IRF8
T	 8.924437921	IRF8
T	11.876922914	IRF8
T	 6.137909825	IRF8
T	39.247163493	IRF8
T	39.24716349	IRF8
T	 8.924437921	IRF8
T	11.87692291	IRF8
T	39.247163493	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	 8.924437921	IRF8
T	11.87692291	IRF8
T	 8.924437921	IRF8
T	39.24716349	IRF8
T	11.87692291	IRF8
T	 8.924437921	IRF8
T	17.21423356	IRF8
T	 6.137909825	IRF8
T	17.214233557	IRF8
T	11.876922914	IRF8
T	11.876922914	IRF8
T	 8.92443792	IRF8
T	17.214233557	IRF8
T	11.87692291	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	11.876922914	IRF8
T	11.876922914	IRF8
T	11.876922914	IRF8
T	17.214233557	IRF8
T	 8.924437921	IRF8
T	11.876922914	IRF8
T	17.214233557	IRF8
T	 6.13790983	IRF8
T	 8.92443792	IRF8
T	11.87692291	IRF8
T	11.876922914	IRF8
T	 6.13790983	IRF8
T	11.876922914	IRF8
T	39.24716349	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	 8.924437921	IRF8
T	 6.13790983	IRF8
T	11.87692291	IRF8
T	11.876922914	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	 8.924437921	IRF8
T	11.87692291	IRF8
T	11.876922914	IRF8
T	 6.137909825	IRF8
T	39.247163493	IRF8
T	 6.137909825	IRF8
T	11.876922914	IRF8
T	17.21423356	IRF8
T	17.214233557	IRF8
T	11.876922914	IRF8
T	 6.13790983	IRF8
T	17.214233557	IRF8
T	17.214233557	IRF8
T	11.87692291	IRF8
T	11.87692291	IRF8
T	 8.924437921	IRF8
T	 6.137909825	IRF8
T	 8.924437921	IRF8
T	 6.13790983	IRF8
T	17.21423356	IRF8
T	 6.137909825	IRF8
T	 6.137909825	IRF8
T	11.876922914	IRF8
T	 8.924437921	IRF8
T	17.214233557	IRF8
T	 6.13790983	IRF8
T	11.876922914	IRF8
T	17.214233557	IRF8
T	 8.924437921	IRF8
T	 8.92443792	IRF8
T	 8.924437921	IRF8
T	11.87692291	IRF8
T	 2.195042217	IRF8
T	 8.924437921	IRF8
T	11.876922914	IRF8
T	 8.92443792	IRF8
T	11.876922914	IRF8
T	17.214233557	IRF8
T	 8.924437921	IRF8
T	 8.924437921	IRF8
T	 3.29975933	IRF8
T	17.214233557	IRF8
T	 8.924437921	IRF8
T	39.24716349	IRF8
T	11.876922914	IRF8
T	17.214233557	IRF8
T	 8.924437921	IRF8
T	17.21423356	IRF8
T	 8.924437921	IRF8
T	 8.924437921	IRF8
T	17.214233557	IRF8
T	17.214233557	IRF8
T	 8.924437921	IRF8
T	17.214233557	IRF8
T	17.214233557	IRF8
T	11.876922914	IRF8
T	17.21423356	IRF8
T	 6.13790983	IRF8
T	17.21423356	IRF8
T	11.87692291	IRF8
T	17.214233557	IRF8
T	11.876922914	IRF8
T	11.876922914	IRF8
T	39.247163493	IRF8
T	 8.924437921	IRF8
T	11.87692291	IRF8
T	 8.924437921	IRF8
T	 8.924437921	IRF8
T	11.876922914	IRF8
N	 6.137909825	IRF8
N	 6.137909825	IRF8
N	 8.92443792	IRF8
N	 6.137909825	IRF8
N	 6.137909825	IRF8
N	17.214233557	IRF8
N	11.87692291	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 6.13790983	IRF8
N	 6.137909825	IRF8
N	11.876922914	IRF8
N	17.214233557	IRF8
N	 6.137909825	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 8.92443792	IRF8
N	 8.92443792	IRF8
N	 6.13790983	IRF8
N	17.214233557	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	17.214233557	IRF8
N	 2.654711932	IRF8
N	 6.13790983	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	17.21423356	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	17.214233557	IRF8
N	 4.51398678	IRF8
N	 6.137909825	IRF8
N	 6.13790983	IRF8
N	 6.137909825	IRF8
N	11.87692291	IRF8
N	 8.924437921	IRF8
N	 4.513986777	IRF8
N	 8.92443792	IRF8
N	 3.29975933	IRF8
N	 6.137909825	IRF8
N	 4.513986777	IRF8
N	17.214233557	IRF8
N	 6.137909825	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	 4.51398678	IRF8
N	 6.137909825	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 8.92443792	IRF8
N	 8.924437921	IRF8
N	17.214233557	IRF8
N	 8.92443792	IRF8
N	 6.13790983	IRF8
N	17.214233557	IRF8
N	 6.137909825	IRF8
N	11.876922914	IRF8
N	11.876922914	IRF8
N	 6.137909825	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	11.876922914	IRF8
N	17.214233557	IRF8
N	11.876922914	IRF8
N	17.214233557	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	17.21423356	IRF8
N	 8.924437921	IRF8
N	 6.13790983	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	 8.92443792	IRF8
N	 8.924437921	IRF8
N	 4.51398678	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 2.97723563	IRF8
N	 4.513986777	IRF8
N	 8.924437921	IRF8
N	 8.92443792	IRF8
N	 8.92443792	IRF8
N	11.876922914	IRF8
N	 7.531173873	IRF8
N	11.876922914	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	11.876922914	IRF8
N	 6.137909825	IRF8
N	17.214233557	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	17.214233557	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	11.876922914	IRF8
N	 6.137909825	IRF8
N	11.87692291	IRF8
N	 6.137909825	IRF8
N	11.876922914	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	17.214233557	IRF8
N	 6.137909825	IRF8
N	17.21423356	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	11.876922914	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	 6.137909825	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	 6.137909825	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	17.214233557	IRF8
N	 6.13790983	IRF8
N	11.876922914	IRF8
N	17.214233557	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 6.137909825	IRF8
N	17.21423356	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	11.87692291	IRF8
N	 4.51398678	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	 3.299759333	IRF8
N	 6.13790983	IRF8
N	17.214233557	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	17.21423356	IRF8
N	 6.137909825	IRF8
N	11.876922914	IRF8
N	17.214233557	IRF8
N	 6.137909825	IRF8
N	 6.13790983	IRF8
N	11.876922914	IRF8
N	11.876922914	IRF8
N	 8.92443792	IRF8
N	 6.137909825	IRF8
N	11.87692291	IRF8
N	 8.92443792	IRF8
N	 6.137909825	IRF8
N	17.214233557	IRF8
N	 6.137909825	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	 6.13790983	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 6.137909825	IRF8
N	17.21423356	IRF8
N	 6.137909825	IRF8
N	 6.137909825	IRF8
N	17.214233557	IRF8
N	 6.137909825	IRF8
N	17.214233557	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 6.13790983	IRF8
N	 8.924437921	IRF8
N	 6.13790983	IRF8
N	17.214233557	IRF8
N	 6.137909825	IRF8
N	17.214233557	IRF8
N	 8.92443792	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	 6.137909825	IRF8
N	 8.92443792	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	11.876922914	IRF8
N	 8.924437921	IRF8
N	11.87692291	IRF8
N	 8.92443792	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 8.92443792	IRF8
N	 8.924437921	IRF8
N	17.214233557	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	17.21423356	IRF8
N	11.876922914	IRF8
N	 6.13790983	IRF8
N	 6.137909825	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 8.92443792	IRF8
N	 8.924437921	IRF8
N	17.214233557	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
N	 8.924437921	IRF8
T	 2.654711932	SPI1
T	 0.88205436	SPI1
T	 2.195042217	SPI1
T	 2.65471193	SPI1
T	 6.137909825	SPI1
T	 0.882054361	SPI1
T	 4.513986777	SPI1
T	 2.654711932	SPI1
T	 3.299759333	SPI1
T	 3.29975933	SPI1
T	 4.51398678	SPI1
T	 2.654711932	SPI1
T	 1.78001602	SPI1
T	 2.19504222	SPI1
T	 4.513986777	SPI1
T	 3.29975933	SPI1
T	 1.45591881	SPI1
T	 1.455918811	SPI1
T	 1.455918811	SPI1
T	 3.29975933	SPI1
T	 1.78001602	SPI1
T	 1.455918811	SPI1
T	 3.29975933	SPI1
T	 8.924437921	SPI1
T	 2.654711932	SPI1
T	 3.299759333	SPI1
T	 3.299759333	SPI1
T	 2.654711932	SPI1
T	 6.13790983	SPI1
T	 2.65471193	SPI1
T	 4.51398678	SPI1
T	 3.29975933	SPI1
T	 2.195042217	SPI1
T	 4.51398678	SPI1
T	 2.195042217	SPI1
T	 3.906873055	SPI1
T	 1.455918811	SPI1
T	 1.780016019	SPI1
T	 1.780016019	SPI1
T	 3.29975933	SPI1
T	 3.29975933	SPI1
T	 1.78001602	SPI1
T	 6.137909825	SPI1
T	 2.654711932	SPI1
T	 2.977235633	SPI1
T	 2.65471193	SPI1
T	 4.513986777	SPI1
T	 2.65471193	SPI1
T	 3.906873055	SPI1
T	 6.137909825	SPI1
T	 1.45591881	SPI1
T	 1.780016019	SPI1
T	 2.195042217	SPI1
T	 3.299759333	SPI1
T	 6.13790983	SPI1
T	 2.195042217	SPI1
T	 3.299759333	SPI1
T	 2.654711932	SPI1
T	 3.29975933	SPI1
T	 1.455918811	SPI1
T	 4.513986777	SPI1
T	 3.29975933	SPI1
T	 1.45591881	SPI1
T	 6.13790983	SPI1
T	 6.137909825	SPI1
T	 6.13790983	SPI1
T	 6.137909825	SPI1
T	 1.61796741	SPI1
T	 2.195042217	SPI1
T	 2.195042217	SPI1
T	 2.654711932	SPI1
T	 6.137909825	SPI1
T	 1.780016019	SPI1
T	 2.19504222	SPI1
T	 1.780016019	SPI1
T	 3.299759333	SPI1
T	 2.195042217	SPI1
T	 3.299759333	SPI1
T	 2.195042217	SPI1
T	 2.65471193	SPI1
T	 1.61796741	SPI1
T	 2.19504222	SPI1
T	 2.654711932	SPI1
T	 6.13790983	SPI1
T	 6.137909825	SPI1
T	 3.29975933	SPI1
T	 3.29975933	SPI1
T	 3.29975933	SPI1
T	 2.654711932	SPI1
T	 4.513986777	SPI1
T	 1.78001602	SPI1
T	 1.314509509	SPI1
T	 1.780016019	SPI1
T	 1.780016019	SPI1
T	 2.654711932	SPI1
T	 3.299759333	SPI1
T	 4.51398678	SPI1
T	 2.65471193	SPI1
T	 4.513986777	SPI1
T	 1.780016019	SPI1
T	 2.654711932	SPI1
T	 0.88205436	SPI1
T	 3.29975933	SPI1
T	 1.455918811	SPI1
T	 1.78001602	SPI1
T	 2.19504222	SPI1
T	 2.195042217	SPI1
T	 2.654711932	SPI1
T	 3.299759333	SPI1
T	 1.987529118	SPI1
T	 0.551568493	SPI1
T	 2.19504222	SPI1
T	 1.455918811	SPI1
T	 3.29975933	SPI1
T	 3.299759333	SPI1
T	 1.780016019	SPI1
T	 2.654711932	SPI1
T	 1.455918811	SPI1
T	 2.19504222	SPI1
T	 4.513986777	SPI1
T	 2.19504222	SPI1
T	 2.19504222	SPI1
T	 2.654711932	SPI1
T	 2.65471193	SPI1
T	 1.173100207	SPI1
T	 8.924437921	SPI1
T	 2.195042217	SPI1
T	 1.455918811	SPI1
T	 6.13790983	SPI1
T	 3.299759333	SPI1
T	 1.45591881	SPI1
T	 2.195042217	SPI1
T	 2.195042217	SPI1
T	 3.299759333	SPI1
T	 2.654711932	SPI1
T	 4.513986777	SPI1
T	 4.513986777	SPI1
T	 2.654711932	SPI1
T	 6.137909825	SPI1
T	 2.195042217	SPI1
T	 2.19504222	SPI1
T	 4.51398678	SPI1
T	 1.45591881	SPI1
T	 1.780016019	SPI1
T	 4.51398678	SPI1
T	 2.654711932	SPI1
T	 4.51398678	SPI1
T	 3.299759333	SPI1
T	 6.137909825	SPI1
T	 1.455918811	SPI1
T	 2.195042217	SPI1
T	 4.513986777	SPI1
T	 1.78001602	SPI1
T	 6.13790983	SPI1
T	 4.513986777	SPI1
T	 1.173100207	SPI1
T	 4.513986777	SPI1
T	 4.513986777	SPI1
T	 4.51398678	SPI1
T	 2.195042217	SPI1
T	 2.195042217	SPI1
T	 2.195042217	SPI1
T	 4.513986777	SPI1
T	 1.173100207	SPI1
T	 6.13790983	SPI1
T	 4.513986777	SPI1
T	 6.137909825	SPI1
T	 1.98752912	SPI1
T	 1.780016019	SPI1
T	 3.299759333	SPI1
T	 2.19504222	SPI1
T	 3.29975933	SPI1
T	 4.513986777	SPI1
T	 1.780016019	SPI1
T	 3.299759333	SPI1
T	11.87692291	SPI1
T	 6.13790983	SPI1
T	 2.424877075	SPI1
T	 3.299759333	SPI1
T	 3.299759333	SPI1
T	 1.780016019	SPI1
T	 1.455918811	SPI1
T	 1.78001602	SPI1
T	 1.455918811	SPI1
T	 4.513986777	SPI1
T	 1.780016019	SPI1
T	 6.13790983	SPI1
T	 4.513986777	SPI1
T	 1.78001602	SPI1
T	 3.299759333	SPI1
T	 3.299759333	SPI1
T	 1.173100207	SPI1
T	 2.19504222	SPI1
T	 0.882054361	SPI1
T	 2.654711932	SPI1
T	 1.173100207	SPI1
T	 2.195042217	SPI1
T	 2.65471193	SPI1
T	 4.513986777	SPI1
T	 1.455918811	SPI1
T	 1.78001602	SPI1
T	 1.455918811	SPI1
T	11.876922914	SPI1
T	 1.780016019	SPI1
T	 4.51398678	SPI1
T	 1.173100207	SPI1
T	 4.513986777	SPI1
T	 3.299759333	SPI1
T	 2.654711932	SPI1
T	 4.513986777	SPI1
T	 8.924437921	SPI1
T	 4.513986777	SPI1
T	 4.513986777	SPI1
T	 3.29975933	SPI1
T	 1.78001602	SPI1
T	 2.19504222	SPI1
T	 6.13790983	SPI1
T	 8.924437921	SPI1
T	 8.924437921	SPI1
T	 2.654711932	SPI1
T	 2.654711932	SPI1
T	 2.977235633	SPI1
T	 4.51398678	SPI1
T	 6.137909825	SPI1
T	 3.299759333	SPI1
T	 6.137909825	SPI1
N	 1.173100207	SPI1
N	 2.195042217	SPI1
N	 2.65471193	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.78001602	SPI1
N	 2.654711932	SPI1
N	 1.173100207	SPI1
N	 1.45591881	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 2.654711932	SPI1
N	 1.780016019	SPI1
N	 1.455918811	SPI1
N	 2.195042217	SPI1
N	 2.19504222	SPI1
N	 2.19504222	SPI1
N	 1.17310021	SPI1
N	 1.455918811	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 3.299759333	SPI1
N	 1.780016019	SPI1
N	 0.551568493	SPI1
N	 1.98752912	SPI1
N	 2.195042217	SPI1
N	 2.195042217	SPI1
N	 2.19504222	SPI1
N	 2.195042217	SPI1
N	 1.455918811	SPI1
N	 1.173100207	SPI1
N	 1.78001602	SPI1
N	 1.173100207	SPI1
N	 1.78001602	SPI1
N	 2.195042217	SPI1
N	 1.45591881	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.45591881	SPI1
N	 4.51398678	SPI1
N	 1.780016019	SPI1
N	 1.173100207	SPI1
N	 2.654711932	SPI1
N	 1.455918811	SPI1
N	 1.455918811	SPI1
N	 1.173100207	SPI1
N	 2.19504222	SPI1
N	 1.455918811	SPI1
N	 1.173100207	SPI1
N	 1.780016019	SPI1
N	 1.455918811	SPI1
N	 2.19504222	SPI1
N	 1.455918811	SPI1
N	 2.195042217	SPI1
N	 1.17310021	SPI1
N	 2.19504222	SPI1
N	 2.654711932	SPI1
N	 1.455918811	SPI1
N	 1.173100207	SPI1
N	 1.987529118	SPI1
N	 1.780016019	SPI1
N	 1.455918811	SPI1
N	 1.780016019	SPI1
N	 2.654711932	SPI1
N	 2.654711932	SPI1
N	 0.882054361	SPI1
N	 6.137909825	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.455918811	SPI1
N	 0.882054361	SPI1
N	 1.45591881	SPI1
N	 1.173100207	SPI1
N	 1.45591881	SPI1
N	 0.551568493	SPI1
N	 1.780016019	SPI1
N	 1.455918811	SPI1
N	 2.195042217	SPI1
N	 2.65471193	SPI1
N	 1.173100207	SPI1
N	 1.45591881	SPI1
N	 1.455918811	SPI1
N	 1.455918811	SPI1
N	 2.19504222	SPI1
N	 1.780016019	SPI1
N	 2.654711932	SPI1
N	 1.78001602	SPI1
N	 1.17310021	SPI1
N	 2.654711932	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.455918811	SPI1
N	 1.780016019	SPI1
N	 2.654711932	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 1.173100207	SPI1
N	 1.780016019	SPI1
N	 2.654711932	SPI1
N	 1.987529118	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 2.19504222	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.455918811	SPI1
N	 2.195042217	SPI1
N	 1.455918811	SPI1
N	 1.173100207	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 2.195042217	SPI1
N	 1.173100207	SPI1
N	 1.78001602	SPI1
N	 2.654711932	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 2.195042217	SPI1
N	 1.173100207	SPI1
N	 1.173100207	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.455918811	SPI1
N	 2.654711932	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.455918811	SPI1
N	 1.780016019	SPI1
N	 1.78001602	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.455918811	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.45591881	SPI1
N	 1.780016019	SPI1
N	 2.654711932	SPI1
N	 2.19504222	SPI1
N	 1.17310021	SPI1
N	 3.299759333	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.78001602	SPI1
N	 2.195042217	SPI1
N	 1.455918811	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 1.45591881	SPI1
N	 1.455918811	SPI1
N	 1.780016019	SPI1
N	 1.455918811	SPI1
N	 1.455918811	SPI1
N	 2.19504222	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.45591881	SPI1
N	 1.173100207	SPI1
N	 1.45591881	SPI1
N	 1.78001602	SPI1
N	 1.780016019	SPI1
N	 1.173100207	SPI1
N	 1.455918811	SPI1
N	 1.455918811	SPI1
N	 1.173100207	SPI1
N	 1.173100207	SPI1
N	 1.02757728	SPI1
N	 1.455918811	SPI1
N	 2.654711932	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.455918811	SPI1
N	 2.19504222	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.173100207	SPI1
N	 1.780016019	SPI1
N	 0.88205436	SPI1
N	 2.195042217	SPI1
N	 1.78001602	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 2.19504222	SPI1
N	 2.654711932	SPI1
N	 1.455918811	SPI1
N	 1.455918811	SPI1
N	 1.78001602	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.173100207	SPI1
N	 1.780016019	SPI1
N	 1.45591881	SPI1
N	 2.65471193	SPI1
N	 1.173100207	SPI1
N	 1.455918811	SPI1
N	 1.17310021	SPI1
N	 2.195042217	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.45591881	SPI1
N	 1.173100207	SPI1
N	 2.65471193	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 0.882054361	SPI1
N	 2.19504222	SPI1
N	 2.195042217	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.780016019	SPI1
N	 1.455918811	SPI1
N	 1.173100207	SPI1
T	 0.551568493	BCL11A
T	 3.29975933	BCL11A
T	 3.299759333	BCL11A
T	 4.51398678	BCL11A
T	 2.654711932	BCL11A
T	 3.299759333	BCL11A
T	 2.195042217	BCL11A
T	 3.299759333	BCL11A
T	 1.617967415	BCL11A
T	 0.22368616	BCL11A
T	 2.42487707	BCL11A
T	 0.551568493	BCL11A
T	 6.13790983	BCL11A
T	 3.29975933	BCL11A
T	 3.299759333	BCL11A
T	 4.51398678	BCL11A
T	 2.65471193	BCL11A
T	 4.513986777	BCL11A
T	 3.299759333	BCL11A
T	 2.65471193	BCL11A
T	 3.29975933	BCL11A
T	 1.173100207	BCL11A
T	 5.32594830	BCL11A
T	 1.173100207	BCL11A
T	 1.173100207	BCL11A
T	 0.882054361	BCL11A
T	 2.195042217	BCL11A
T	 6.137909825	BCL11A
T	 1.17310021	BCL11A
T	 1.78001602	BCL11A
T	 1.78001602	BCL11A
T	 6.13790983	BCL11A
T	 0.882054361	BCL11A
T	 1.45591881	BCL11A
T	 6.137909825	BCL11A
T	 1.173100207	BCL11A
T	 6.137909825	BCL11A
T	 3.299759333	BCL11A
T	 3.299759333	BCL11A
T	 2.19504222	BCL11A
T	 2.42487707	BCL11A
T	 3.29975933	BCL11A
T	 2.654711932	BCL11A
T	 1.455918811	BCL11A
T	 1.455918811	BCL11A
T	 3.29975933	BCL11A
T	 2.195042217	BCL11A
T	 3.29975933	BCL11A
T	 2.654711932	BCL11A
T	 3.299759333	BCL11A
T	 4.51398678	BCL11A
T	 2.654711932	BCL11A
T	 0.716811427	BCL11A
T	 0.882054361	BCL11A
T	 1.78001602	BCL11A
T	 3.299759333	BCL11A
T	 8.924437921	BCL11A
T	 3.299759333	BCL11A
T	 2.19504222	BCL11A
T	 4.513986777	BCL11A
T	 0.348681526	BCL11A
T	 1.17310021	BCL11A
T	 6.13790983	BCL11A
T	 0.88205436	BCL11A
T	 1.780016019	BCL11A
T	 3.29975933	BCL11A
T	 2.195042217	BCL11A
T	 2.65471193	BCL11A
T	 2.654711932	BCL11A
T	 2.654711932	BCL11A
T	 0.551568493	BCL11A
T	 1.173100207	BCL11A
T	 6.137909825	BCL11A
T	 6.13790983	BCL11A
T	 6.137909825	BCL11A
T	 4.513986777	BCL11A
T	 3.299759333	BCL11A
T	 0.882054361	BCL11A
T	 3.299759333	BCL11A
T	 4.51398678	BCL11A
T	 2.65471193	BCL11A
T	 1.45591881	BCL11A
T	 0.882054361	BCL11A
T	 1.17310021	BCL11A
T	 4.513986777	BCL11A
T	 4.51398678	BCL11A
T	 1.45591881	BCL11A
T	 2.19504222	BCL11A
T	 1.780016019	BCL11A
T	 3.299759333	BCL11A
T	 1.17310021	BCL11A
T	 6.137909825	BCL11A
T	 3.906873055	BCL11A
T	 1.455918811	BCL11A
T	 4.513986777	BCL11A
T	 1.173100207	BCL11A
T	 0.88205436	BCL11A
T	 6.13790983	BCL11A
T	 2.654711932	BCL11A
T	 4.513986777	BCL11A
T	 1.780016019	BCL11A
T	 1.45591881	BCL11A
